posting_date,document_date,cost_center,gl_account,amount,vendor,description
2023-11-20,2023-11-20,CC-NORTH-DD,6010,3100.39,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-11
2023-11-21,2023-11-21,CC-NORTH-DD,6010,3231.53,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-11
2023-11-22,2023-11-22,CC-NORTH-DD,6010,3229.25,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-11
2023-11-23,2023-11-23,CC-NORTH-DD,6010,3376.34,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-11
2023-11-24,2023-11-24,CC-NORTH-DD,6010,2818.32,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-11
2023-11-25,2023-11-25,CC-NORTH-DD,6010,476.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-11
2023-11-26,2023-11-26,CC-NORTH-DD,6010,458.98,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-11
2023-11-27,2023-11-27,CC-NORTH-DD,6010,3177.62,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-11
2023-11-28,2023-11-28,CC-NORTH-DD,6010,3021.96,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-11
2023-11-29,2023-11-29,CC-NORTH-DD,6010,3267.06,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-11
2023-11-30,2023-11-30,CC-NORTH-DD,6010,3160.4,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-11
2023-12-01,2023-12-01,CC-NORTH-DD,6010,3127.77,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-02,2023-12-02,CC-NORTH-DD,6010,448.47,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-03,2023-12-03,CC-NORTH-DD,6010,477.93,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-04,2023-12-04,CC-NORTH-DD,6010,2879.95,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-05,2023-12-05,CC-NORTH-DD,6010,2844.09,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-06,2023-12-06,CC-NORTH-DD,6010,3142.08,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-07,2023-12-07,CC-NORTH-DD,6010,3073.31,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-08,2023-12-08,CC-NORTH-DD,6010,3014.89,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-09,2023-12-09,CC-NORTH-DD,6010,485.13,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-10,2023-12-10,CC-NORTH-DD,6010,470.4,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-11,2023-12-11,CC-NORTH-DD,6010,3128.03,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-12,2023-12-12,CC-NORTH-DD,6010,3183.57,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-13,2023-12-13,CC-NORTH-DD,6010,3104.52,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-14,2023-12-14,CC-NORTH-DD,6010,3154.03,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-15,2023-12-15,CC-NORTH-DD,6010,3266.15,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-16,2023-12-16,CC-NORTH-DD,6010,512.02,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-17,2023-12-17,CC-NORTH-DD,6010,444.25,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-18,2023-12-18,CC-NORTH-DD,6010,3006.17,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-19,2023-12-19,CC-NORTH-DD,6010,3083.21,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-20,2023-12-20,CC-NORTH-DD,6010,3107.49,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-21,2023-12-21,CC-NORTH-DD,6010,3008.36,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-22,2023-12-22,CC-NORTH-DD,6010,3157.11,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-23,2023-12-23,CC-NORTH-DD,6010,487.86,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-24,2023-12-24,CC-NORTH-DD,6010,486.84,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-25,2023-12-25,CC-NORTH-DD,6010,3093.44,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-26,2023-12-26,CC-NORTH-DD,6010,3085.8,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-27,2023-12-27,CC-NORTH-DD,6010,3097.47,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-28,2023-12-28,CC-NORTH-DD,6010,3098.53,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-29,2023-12-29,CC-NORTH-DD,6010,3026.62,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-30,2023-12-30,CC-NORTH-DD,6010,456.63,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-31,2023-12-31,CC-NORTH-DD,6010,458.71,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2024-01-01,2024-01-01,CC-NORTH-DD,6010,2876.87,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-02,2024-01-02,CC-NORTH-DD,6010,3057.56,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-03,2024-01-03,CC-NORTH-DD,6010,3067.47,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-04,2024-01-04,CC-NORTH-DD,6010,3305.16,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-05,2024-01-05,CC-NORTH-DD,6010,3024.15,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-06,2024-01-06,CC-NORTH-DD,6010,492.72,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-07,2024-01-07,CC-NORTH-DD,6010,469.28,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-08,2024-01-08,CC-NORTH-DD,6010,3220.61,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-09,2024-01-09,CC-NORTH-DD,6010,3135.02,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-10,2024-01-10,CC-NORTH-DD,6010,2934.21,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-11,2024-01-11,CC-NORTH-DD,6010,2937.57,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-12,2024-01-12,CC-NORTH-DD,6010,3173.2,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-13,2024-01-13,CC-NORTH-DD,6010,464.14,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-14,2024-01-14,CC-NORTH-DD,6010,456.12,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-15,2024-01-15,CC-NORTH-DD,6010,3009.17,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-16,2024-01-16,CC-NORTH-DD,6010,2963.07,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-17,2024-01-17,CC-NORTH-DD,6010,3102.99,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-18,2024-01-18,CC-NORTH-DD,6010,3260.51,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-19,2024-01-19,CC-NORTH-DD,6010,3202.55,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-20,2024-01-20,CC-NORTH-DD,6010,466.44,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-21,2024-01-21,CC-NORTH-DD,6010,440.27,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-22,2024-01-22,CC-NORTH-DD,6010,2875.37,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-23,2024-01-23,CC-NORTH-DD,6010,3235.8,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-24,2024-01-24,CC-NORTH-DD,6010,3072.13,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-25,2024-01-25,CC-NORTH-DD,6010,3069.77,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-26,2024-01-26,CC-NORTH-DD,6010,3312.49,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-27,2024-01-27,CC-NORTH-DD,6010,462.1,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-28,2024-01-28,CC-NORTH-DD,6010,450.09,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-29,2024-01-29,CC-NORTH-DD,6010,3094.69,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-30,2024-01-30,CC-NORTH-DD,6010,3131.48,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-31,2024-01-31,CC-NORTH-DD,6010,2831.97,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-02-01,2024-02-01,CC-NORTH-DD,6010,3272.79,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-02,2024-02-02,CC-NORTH-DD,6010,3209.47,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-03,2024-02-03,CC-NORTH-DD,6010,443.21,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-04,2024-02-04,CC-NORTH-DD,6010,432.07,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-05,2024-02-05,CC-NORTH-DD,6010,3346.43,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-06,2024-02-06,CC-NORTH-DD,6010,3049.21,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-07,2024-02-07,CC-NORTH-DD,6010,2941.3,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-08,2024-02-08,CC-NORTH-DD,6010,3240.9,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-09,2024-02-09,CC-NORTH-DD,6010,3067.64,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-10,2024-02-10,CC-NORTH-DD,6010,454.78,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-11,2024-02-11,CC-NORTH-DD,6010,472.16,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-12,2024-02-12,CC-NORTH-DD,6010,3170.98,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-13,2024-02-13,CC-NORTH-DD,6010,3272.78,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-14,2024-02-14,CC-NORTH-DD,6010,2840.52,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-15,2024-02-15,CC-NORTH-DD,6010,3179.41,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-16,2024-02-16,CC-NORTH-DD,6010,3198.32,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-17,2024-02-17,CC-NORTH-DD,6010,477.18,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-18,2024-02-18,CC-NORTH-DD,6010,468.36,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-19,2024-02-19,CC-NORTH-DD,6010,3092.44,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-20,2024-02-20,CC-NORTH-DD,6010,2958.77,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-21,2024-02-21,CC-NORTH-DD,6010,3028.23,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-22,2024-02-22,CC-NORTH-DD,6010,3001.43,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-23,2024-02-23,CC-NORTH-DD,6010,3220.64,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-24,2024-02-24,CC-NORTH-DD,6010,479.37,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-25,2024-02-25,CC-NORTH-DD,6010,464.68,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-26,2024-02-26,CC-NORTH-DD,6010,3255.13,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-27,2024-02-27,CC-NORTH-DD,6010,3231.48,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-28,2024-02-28,CC-NORTH-DD,6010,3157.56,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-29,2024-02-29,CC-NORTH-DD,6010,3063.66,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-03-01,2024-03-01,CC-NORTH-DD,6010,3233.99,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-02,2024-03-02,CC-NORTH-DD,6010,461.47,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-03,2024-03-03,CC-NORTH-DD,6010,501.15,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-04,2024-03-04,CC-NORTH-DD,6010,2974.85,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-05,2024-03-05,CC-NORTH-DD,6010,3131.93,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-06,2024-03-06,CC-NORTH-DD,6010,3160.4,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-07,2024-03-07,CC-NORTH-DD,6010,3148.22,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-08,2024-03-08,CC-NORTH-DD,6010,2943.64,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-09,2024-03-09,CC-NORTH-DD,6010,469.8,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-10,2024-03-10,CC-NORTH-DD,6010,536.12,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-11,2024-03-11,CC-NORTH-DD,6010,3282.22,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-12,2024-03-12,CC-NORTH-DD,6010,3124.9,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-13,2024-03-13,CC-NORTH-DD,6010,3295.84,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-14,2024-03-14,CC-NORTH-DD,6010,3232.59,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-15,2024-03-15,CC-NORTH-DD,6010,3131.33,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-16,2024-03-16,CC-NORTH-DD,6010,480.61,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-17,2024-03-17,CC-NORTH-DD,6010,462.86,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-18,2024-03-18,CC-NORTH-DD,6010,3275.41,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-19,2024-03-19,CC-NORTH-DD,6010,3318.08,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-20,2024-03-20,CC-NORTH-DD,6010,3381.14,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-21,2024-03-21,CC-NORTH-DD,6010,2976.63,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-22,2024-03-22,CC-NORTH-DD,6010,3086.68,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-23,2024-03-23,CC-NORTH-DD,6010,485.11,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-24,2024-03-24,CC-NORTH-DD,6010,500.17,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-25,2024-03-25,CC-NORTH-DD,6010,3159.53,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-26,2024-03-26,CC-NORTH-DD,6010,3302.1,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-27,2024-03-27,CC-NORTH-DD,6010,3063.37,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-28,2024-03-28,CC-NORTH-DD,6010,3321.2,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-29,2024-03-29,CC-NORTH-DD,6010,3063.22,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-30,2024-03-30,CC-NORTH-DD,6010,430.47,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-31,2024-03-31,CC-NORTH-DD,6010,483.79,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-04-01,2024-04-01,CC-NORTH-DD,6010,3368.43,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-02,2024-04-02,CC-NORTH-DD,6010,3416.47,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-03,2024-04-03,CC-NORTH-DD,6010,3165.63,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-04,2024-04-04,CC-NORTH-DD,6010,3316.81,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-05,2024-04-05,CC-NORTH-DD,6010,3506.16,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-06,2024-04-06,CC-NORTH-DD,6010,517.36,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-07,2024-04-07,CC-NORTH-DD,6010,482.46,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-08,2024-04-08,CC-NORTH-DD,6010,3294.46,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-09,2024-04-09,CC-NORTH-DD,6010,3433.15,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-10,2024-04-10,CC-NORTH-DD,6010,3161.24,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-11,2024-04-11,CC-NORTH-DD,6010,3418.15,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-12,2024-04-12,CC-NORTH-DD,6010,3346.49,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-13,2024-04-13,CC-NORTH-DD,6010,504.15,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-14,2024-04-14,CC-NORTH-DD,6010,512.69,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-15,2024-04-15,CC-NORTH-DD,6010,2958.06,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-16,2024-04-16,CC-NORTH-DD,6010,3402.72,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-17,2024-04-17,CC-NORTH-DD,6010,3190.34,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-18,2024-04-18,CC-NORTH-DD,6010,3315.67,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-19,2024-04-19,CC-NORTH-DD,6010,3138.93,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-20,2024-04-20,CC-NORTH-DD,6010,508.96,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-21,2024-04-21,CC-NORTH-DD,6010,537.47,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-22,2024-04-22,CC-NORTH-DD,6010,3348.54,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-23,2024-04-23,CC-NORTH-DD,6010,3166.9,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-24,2024-04-24,CC-NORTH-DD,6010,3408.02,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-25,2024-04-25,CC-NORTH-DD,6010,3286.52,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-26,2024-04-26,CC-NORTH-DD,6010,3134.86,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-27,2024-04-27,CC-NORTH-DD,6010,513.45,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-28,2024-04-28,CC-NORTH-DD,6010,485.3,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-29,2024-04-29,CC-NORTH-DD,6010,3369.84,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-30,2024-04-30,CC-NORTH-DD,6010,3336.78,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-05-01,2024-05-01,CC-NORTH-DD,6010,3236.52,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-02,2024-05-02,CC-NORTH-DD,6010,3282.62,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-03,2024-05-03,CC-NORTH-DD,6010,3473.67,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-04,2024-05-04,CC-NORTH-DD,6010,516.73,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-05,2024-05-05,CC-NORTH-DD,6010,522.12,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-06,2024-05-06,CC-NORTH-DD,6010,3668.97,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-07,2024-05-07,CC-NORTH-DD,6010,3433.58,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-08,2024-05-08,CC-NORTH-DD,6010,3447.96,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-09,2024-05-09,CC-NORTH-DD,6010,3498.85,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-10,2024-05-10,CC-NORTH-DD,6010,3347.38,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-11,2024-05-11,CC-NORTH-DD,6010,588.47,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-12,2024-05-12,CC-NORTH-DD,6010,529.4,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-13,2024-05-13,CC-NORTH-DD,6010,3182.25,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-14,2024-05-14,CC-NORTH-DD,6010,3731.82,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-15,2024-05-15,CC-NORTH-DD,6010,3601.75,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-16,2024-05-16,CC-NORTH-DD,6010,3572.68,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-17,2024-05-17,CC-NORTH-DD,6010,3544.7,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-18,2024-05-18,CC-NORTH-DD,6010,502.68,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-19,2024-05-19,CC-NORTH-DD,6010,528.86,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-20,2024-05-20,CC-NORTH-DD,6010,3511.99,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-21,2024-05-21,CC-NORTH-DD,6010,3465.59,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-22,2024-05-22,CC-NORTH-DD,6010,3427.54,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2023-05-01,2023-05-01,CC-NORTH-DD,6900,7076.08,Corporate Allocations,Monthly overhead allocation — 2023-05
2023-06-01,2023-06-01,CC-NORTH-DD,6900,6476.37,Corporate Allocations,Monthly overhead allocation — 2023-06
2023-07-01,2023-07-01,CC-NORTH-DD,6900,6312.78,Corporate Allocations,Monthly overhead allocation — 2023-07
2023-08-01,2023-08-01,CC-NORTH-DD,6900,6523.54,Corporate Allocations,Monthly overhead allocation — 2023-08
2023-09-01,2023-09-01,CC-NORTH-DD,6900,6624.78,Corporate Allocations,Monthly overhead allocation — 2023-09
2023-10-01,2023-10-01,CC-NORTH-DD,6900,6399.39,Corporate Allocations,Monthly overhead allocation — 2023-10
2023-11-01,2023-11-01,CC-NORTH-DD,6900,6764.42,Corporate Allocations,Monthly overhead allocation — 2023-11
2023-12-01,2023-12-01,CC-NORTH-DD,6900,7015.72,Corporate Allocations,Monthly overhead allocation — 2023-12
2024-01-01,2024-01-01,CC-NORTH-DD,6900,6830.04,Corporate Allocations,Monthly overhead allocation — 2024-01
2024-02-01,2024-02-01,CC-NORTH-DD,6900,6787.86,Corporate Allocations,Monthly overhead allocation — 2024-02
2024-03-01,2024-03-01,CC-NORTH-DD,6900,6625.35,Corporate Allocations,Monthly overhead allocation — 2024-03
2024-04-01,2024-04-01,CC-NORTH-DD,6900,7170.09,Corporate Allocations,Monthly overhead allocation — 2024-04
2024-05-01,2024-05-01,CC-NORTH-DD,6900,6562.29,Corporate Allocations,Monthly overhead allocation — 2024-05
2023-05-01,2023-05-01,CC-COAST-PS,6010,4682.0,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-02,2023-05-02,CC-COAST-PS,6010,4503.14,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-03,2023-05-03,CC-COAST-PS,6010,4586.9,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-04,2023-05-04,CC-COAST-PS,6010,4802.36,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-05,2023-05-05,CC-COAST-PS,6010,5163.75,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-06,2023-05-06,CC-COAST-PS,6010,4343.83,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-07,2023-05-07,CC-COAST-PS,6010,4563.27,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-08,2023-05-08,CC-COAST-PS,6010,4824.59,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-09,2023-05-09,CC-COAST-PS,6010,4636.6,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-10,2023-05-10,CC-COAST-PS,6010,4830.45,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-11,2023-05-11,CC-COAST-PS,6010,4570.72,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-12,2023-05-12,CC-COAST-PS,6010,4753.78,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-13,2023-05-13,CC-COAST-PS,6010,4368.01,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-14,2023-05-14,CC-COAST-PS,6010,4084.24,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-15,2023-05-15,CC-COAST-PS,6010,4536.79,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-16,2023-05-16,CC-COAST-PS,6010,4646.64,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-17,2023-05-17,CC-COAST-PS,6010,4791.2,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-18,2023-05-18,CC-COAST-PS,6010,4930.95,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-19,2023-05-19,CC-COAST-PS,6010,4589.33,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-20,2023-05-20,CC-COAST-PS,6010,4228.89,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-21,2023-05-21,CC-COAST-PS,6010,3849.88,SearchAds Media,Paid Search acquisition spend — 2023-05
