posting_date,document_date,cost_center,gl_account,amount,vendor,description
2023-12-17,2023-12-17,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-18,2023-12-18,CC-ONCOR-DD,6010,3198.47,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-19,2023-12-19,CC-ONCOR-DD,6010,3162.92,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-20,2023-12-20,CC-ONCOR-DD,6010,3139.51,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-21,2023-12-21,CC-ONCOR-DD,6010,3218.25,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-22,2023-12-22,CC-ONCOR-DD,6010,3000.38,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-23,2023-12-23,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-24,2023-12-24,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-25,2023-12-25,CC-ONCOR-DD,6010,3055.24,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-26,2023-12-26,CC-ONCOR-DD,6010,3224.49,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-27,2023-12-27,CC-ONCOR-DD,6010,2936.85,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-28,2023-12-28,CC-ONCOR-DD,6010,3363.64,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-29,2023-12-29,CC-ONCOR-DD,6010,2958.79,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-30,2023-12-30,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2023-12-31,2023-12-31,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-12
2024-01-01,2024-01-01,CC-ONCOR-DD,6010,3181.02,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-02,2024-01-02,CC-ONCOR-DD,6010,3081.91,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-03,2024-01-03,CC-ONCOR-DD,6010,3070.92,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-04,2024-01-04,CC-ONCOR-DD,6010,3243.76,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-05,2024-01-05,CC-ONCOR-DD,6010,2981.33,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-06,2024-01-06,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-07,2024-01-07,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-08,2024-01-08,CC-ONCOR-DD,6010,3087.24,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-09,2024-01-09,CC-ONCOR-DD,6010,2965.58,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-10,2024-01-10,CC-ONCOR-DD,6010,3006.25,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-11,2024-01-11,CC-ONCOR-DD,6010,3143.46,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-12,2024-01-12,CC-ONCOR-DD,6010,2926.3,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-13,2024-01-13,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-14,2024-01-14,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-15,2024-01-15,CC-ONCOR-DD,6010,3183.04,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-16,2024-01-16,CC-ONCOR-DD,6010,2929.17,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-17,2024-01-17,CC-ONCOR-DD,6010,2983.15,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-18,2024-01-18,CC-ONCOR-DD,6010,2997.4,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-19,2024-01-19,CC-ONCOR-DD,6010,3304.11,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-20,2024-01-20,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-21,2024-01-21,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-22,2024-01-22,CC-ONCOR-DD,6010,3020.17,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-23,2024-01-23,CC-ONCOR-DD,6010,2957.38,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-24,2024-01-24,CC-ONCOR-DD,6010,3169.62,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-25,2024-01-25,CC-ONCOR-DD,6010,3216.62,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-26,2024-01-26,CC-ONCOR-DD,6010,3056.79,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-27,2024-01-27,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-28,2024-01-28,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-29,2024-01-29,CC-ONCOR-DD,6010,3072.02,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-30,2024-01-30,CC-ONCOR-DD,6010,2820.43,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-01-31,2024-01-31,CC-ONCOR-DD,6010,2978.22,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-01
2024-02-01,2024-02-01,CC-ONCOR-DD,6010,3048.79,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-02,2024-02-02,CC-ONCOR-DD,6010,3246.12,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-03,2024-02-03,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-04,2024-02-04,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-05,2024-02-05,CC-ONCOR-DD,6010,3120.91,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-06,2024-02-06,CC-ONCOR-DD,6010,3013.02,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-07,2024-02-07,CC-ONCOR-DD,6010,3188.1,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-08,2024-02-08,CC-ONCOR-DD,6010,3008.01,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-09,2024-02-09,CC-ONCOR-DD,6010,3187.34,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-10,2024-02-10,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-11,2024-02-11,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-12,2024-02-12,CC-ONCOR-DD,6010,3072.89,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-13,2024-02-13,CC-ONCOR-DD,6010,2826.66,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-14,2024-02-14,CC-ONCOR-DD,6010,2927.84,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-15,2024-02-15,CC-ONCOR-DD,6010,3200.47,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-16,2024-02-16,CC-ONCOR-DD,6010,3151.01,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-17,2024-02-17,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-18,2024-02-18,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-19,2024-02-19,CC-ONCOR-DD,6010,3133.34,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-20,2024-02-20,CC-ONCOR-DD,6010,3073.91,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-21,2024-02-21,CC-ONCOR-DD,6010,3410.78,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-22,2024-02-22,CC-ONCOR-DD,6010,3178.38,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-23,2024-02-23,CC-ONCOR-DD,6010,3096.69,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-24,2024-02-24,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-25,2024-02-25,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-26,2024-02-26,CC-ONCOR-DD,6010,3029.05,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-27,2024-02-27,CC-ONCOR-DD,6010,3036.63,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-28,2024-02-28,CC-ONCOR-DD,6010,3161.46,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-02-29,2024-02-29,CC-ONCOR-DD,6010,2929.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-02
2024-03-01,2024-03-01,CC-ONCOR-DD,6010,3009.47,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-02,2024-03-02,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-03,2024-03-03,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-04,2024-03-04,CC-ONCOR-DD,6010,3431.64,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-05,2024-03-05,CC-ONCOR-DD,6010,3299.61,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-06,2024-03-06,CC-ONCOR-DD,6010,3473.84,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-07,2024-03-07,CC-ONCOR-DD,6010,3291.76,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-08,2024-03-08,CC-ONCOR-DD,6010,3267.8,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-09,2024-03-09,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-10,2024-03-10,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-11,2024-03-11,CC-ONCOR-DD,6010,3348.03,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-12,2024-03-12,CC-ONCOR-DD,6010,2944.12,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-13,2024-03-13,CC-ONCOR-DD,6010,3160.46,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-14,2024-03-14,CC-ONCOR-DD,6010,3487.39,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-15,2024-03-15,CC-ONCOR-DD,6010,3127.44,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-16,2024-03-16,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-17,2024-03-17,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-18,2024-03-18,CC-ONCOR-DD,6010,3321.82,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-19,2024-03-19,CC-ONCOR-DD,6010,3177.71,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-20,2024-03-20,CC-ONCOR-DD,6010,3211.12,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-21,2024-03-21,CC-ONCOR-DD,6010,3238.54,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-22,2024-03-22,CC-ONCOR-DD,6010,3257.67,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-23,2024-03-23,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-24,2024-03-24,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-25,2024-03-25,CC-ONCOR-DD,6010,3275.12,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-26,2024-03-26,CC-ONCOR-DD,6010,3233.54,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-27,2024-03-27,CC-ONCOR-DD,6010,3396.64,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-28,2024-03-28,CC-ONCOR-DD,6010,3167.13,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-29,2024-03-29,CC-ONCOR-DD,6010,3186.31,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-30,2024-03-30,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-03-31,2024-03-31,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-03
2024-04-01,2024-04-01,CC-ONCOR-DD,6010,3318.47,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-02,2024-04-02,CC-ONCOR-DD,6010,3336.12,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-03,2024-04-03,CC-ONCOR-DD,6010,3603.49,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-04,2024-04-04,CC-ONCOR-DD,6010,3197.94,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-05,2024-04-05,CC-ONCOR-DD,6010,3293.81,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-06,2024-04-06,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-07,2024-04-07,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-08,2024-04-08,CC-ONCOR-DD,6010,3349.68,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-09,2024-04-09,CC-ONCOR-DD,6010,3299.25,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-10,2024-04-10,CC-ONCOR-DD,6010,3408.58,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-11,2024-04-11,CC-ONCOR-DD,6010,3302.09,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-12,2024-04-12,CC-ONCOR-DD,6010,3403.61,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-13,2024-04-13,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-14,2024-04-14,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-15,2024-04-15,CC-ONCOR-DD,6010,3336.22,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-16,2024-04-16,CC-ONCOR-DD,6010,3364.3,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-17,2024-04-17,CC-ONCOR-DD,6010,3194.22,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-18,2024-04-18,CC-ONCOR-DD,6010,3260.3,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-19,2024-04-19,CC-ONCOR-DD,6010,3394.67,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-20,2024-04-20,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-21,2024-04-21,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-22,2024-04-22,CC-ONCOR-DD,6010,3402.38,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-23,2024-04-23,CC-ONCOR-DD,6010,3230.76,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-24,2024-04-24,CC-ONCOR-DD,6010,3118.54,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-25,2024-04-25,CC-ONCOR-DD,6010,3368.14,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-26,2024-04-26,CC-ONCOR-DD,6010,3176.93,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-27,2024-04-27,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-28,2024-04-28,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-29,2024-04-29,CC-ONCOR-DD,6010,3437.66,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-04-30,2024-04-30,CC-ONCOR-DD,6010,3443.21,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-04
2024-05-01,2024-05-01,CC-ONCOR-DD,6010,3521.95,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-02,2024-05-02,CC-ONCOR-DD,6010,3378.46,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-03,2024-05-03,CC-ONCOR-DD,6010,3622.53,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-04,2024-05-04,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-05,2024-05-05,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-06,2024-05-06,CC-ONCOR-DD,6010,3408.65,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-07,2024-05-07,CC-ONCOR-DD,6010,3500.69,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-08,2024-05-08,CC-ONCOR-DD,6010,3689.39,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-09,2024-05-09,CC-ONCOR-DD,6010,3447.41,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-10,2024-05-10,CC-ONCOR-DD,6010,3438.3,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-11,2024-05-11,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-12,2024-05-12,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-13,2024-05-13,CC-ONCOR-DD,6010,3466.16,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-14,2024-05-14,CC-ONCOR-DD,6010,3556.19,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-15,2024-05-15,CC-ONCOR-DD,6010,3535.75,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-16,2024-05-16,CC-ONCOR-DD,6010,3426.35,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-17,2024-05-17,CC-ONCOR-DD,6010,3509.34,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-18,2024-05-18,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-19,2024-05-19,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-20,2024-05-20,CC-ONCOR-DD,6010,3204.92,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-21,2024-05-21,CC-ONCOR-DD,6010,3391.98,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-22,2024-05-22,CC-ONCOR-DD,6010,3157.26,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-23,2024-05-23,CC-ONCOR-DD,6010,3474.49,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-24,2024-05-24,CC-ONCOR-DD,6010,3515.27,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-25,2024-05-25,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-26,2024-05-26,CC-ONCOR-DD,6010,0.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-27,2024-05-27,CC-ONCOR-DD,6010,3669.89,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-28,2024-05-28,CC-ONCOR-DD,6010,3565.34,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-29,2024-05-29,CC-ONCOR-DD,6010,3446.77,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-30,2024-05-30,CC-ONCOR-DD,6010,3706.03,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2024-05-31,2024-05-31,CC-ONCOR-DD,6010,3423.27,FieldForce Sales LLC,Door_to_Door acquisition spend — 2024-05
2023-05-01,2023-05-01,CC-ONCOR-DD,6900,6371.36,Corporate Allocations,Monthly overhead allocation — 2023-05
2023-06-01,2023-06-01,CC-ONCOR-DD,6900,6626.79,Corporate Allocations,Monthly overhead allocation — 2023-06
2023-07-01,2023-07-01,CC-ONCOR-DD,6900,6641.38,Corporate Allocations,Monthly overhead allocation — 2023-07
2023-08-01,2023-08-01,CC-ONCOR-DD,6900,6880.38,Corporate Allocations,Monthly overhead allocation — 2023-08
2023-09-01,2023-09-01,CC-ONCOR-DD,6900,6532.75,Corporate Allocations,Monthly overhead allocation — 2023-09
2023-10-01,2023-10-01,CC-ONCOR-DD,6900,6742.23,Corporate Allocations,Monthly overhead allocation — 2023-10
2023-11-01,2023-11-01,CC-ONCOR-DD,6900,6905.94,Corporate Allocations,Monthly overhead allocation — 2023-11
2023-12-01,2023-12-01,CC-ONCOR-DD,6900,6721.69,Corporate Allocations,Monthly overhead allocation — 2023-12
2024-01-01,2024-01-01,CC-ONCOR-DD,6900,6655.11,Corporate Allocations,Monthly overhead allocation — 2024-01
2024-02-01,2024-02-01,CC-ONCOR-DD,6900,7097.08,Corporate Allocations,Monthly overhead allocation — 2024-02
2024-03-01,2024-03-01,CC-ONCOR-DD,6900,6715.69,Corporate Allocations,Monthly overhead allocation — 2024-03
2024-04-01,2024-04-01,CC-ONCOR-DD,6900,6832.42,Corporate Allocations,Monthly overhead allocation — 2024-04
2024-05-01,2024-05-01,CC-ONCOR-DD,6900,6620.81,Corporate Allocations,Monthly overhead allocation — 2024-05
2023-05-01,2023-05-01,CC-CENTERPOINT-PS,6010,4490.98,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-02,2023-05-02,CC-CENTERPOINT-PS,6010,4630.05,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-03,2023-05-03,CC-CENTERPOINT-PS,6010,4733.04,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-04,2023-05-04,CC-CENTERPOINT-PS,6010,4578.57,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-05,2023-05-05,CC-CENTERPOINT-PS,6010,4468.59,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-06,2023-05-06,CC-CENTERPOINT-PS,6010,4266.5,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-07,2023-05-07,CC-CENTERPOINT-PS,6010,4415.17,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-08,2023-05-08,CC-CENTERPOINT-PS,6010,4820.12,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-09,2023-05-09,CC-CENTERPOINT-PS,6010,4417.76,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-10,2023-05-10,CC-CENTERPOINT-PS,6010,4321.58,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-11,2023-05-11,CC-CENTERPOINT-PS,6010,4778.28,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-12,2023-05-12,CC-CENTERPOINT-PS,6010,5172.4,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-13,2023-05-13,CC-CENTERPOINT-PS,6010,4292.2,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-14,2023-05-14,CC-CENTERPOINT-PS,6010,4058.46,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-15,2023-05-15,CC-CENTERPOINT-PS,6010,4576.63,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-16,2023-05-16,CC-CENTERPOINT-PS,6010,4765.72,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-17,2023-05-17,CC-CENTERPOINT-PS,6010,4853.85,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-18,2023-05-18,CC-CENTERPOINT-PS,6010,4717.15,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-19,2023-05-19,CC-CENTERPOINT-PS,6010,4549.19,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-20,2023-05-20,CC-CENTERPOINT-PS,6010,3955.1,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-21,2023-05-21,CC-CENTERPOINT-PS,6010,4083.64,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-22,2023-05-22,CC-CENTERPOINT-PS,6010,4891.93,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-23,2023-05-23,CC-CENTERPOINT-PS,6010,4591.79,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-24,2023-05-24,CC-CENTERPOINT-PS,6010,5008.04,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-25,2023-05-25,CC-CENTERPOINT-PS,6010,4593.72,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-26,2023-05-26,CC-CENTERPOINT-PS,6010,4358.34,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-27,2023-05-27,CC-CENTERPOINT-PS,6010,4111.38,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-28,2023-05-28,CC-CENTERPOINT-PS,6010,4304.34,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-29,2023-05-29,CC-CENTERPOINT-PS,6010,4501.7,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-30,2023-05-30,CC-CENTERPOINT-PS,6010,4650.86,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-05-31,2023-05-31,CC-CENTERPOINT-PS,6010,4792.6,SearchAds Media,Paid Search acquisition spend — 2023-05
2023-06-01,2023-06-01,CC-CENTERPOINT-PS,6010,5008.04,SearchAds Media,Paid Search acquisition spend — 2023-06
2023-06-02,2023-06-02,CC-CENTERPOINT-PS,6010,5221.8,SearchAds Media,Paid Search acquisition spend — 2023-06
2023-06-03,2023-06-03,CC-CENTERPOINT-PS,6010,4333.51,SearchAds Media,Paid Search acquisition spend — 2023-06
2023-06-04,2023-06-04,CC-CENTERPOINT-PS,6010,4247.65,SearchAds Media,Paid Search acquisition spend — 2023-06
