date,entity,segment,product_type,volume_in,volume_converted,volume_lost,revenue_per_unit
2023-06-15,ERCOT North,Door_to_Door,Month_to_Month,48,43,5,69.73
2023-06-16,ERCOT North,Door_to_Door,Month_to_Month,43,38,5,72.09
2023-06-17,ERCOT North,Door_to_Door,Month_to_Month,7,6,1,69.71
2023-06-18,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,67.59
2023-06-19,ERCOT North,Door_to_Door,Month_to_Month,44,39,5,71.34
2023-06-20,ERCOT North,Door_to_Door,Month_to_Month,41,36,5,70.61
2023-06-21,ERCOT North,Door_to_Door,Month_to_Month,44,38,6,70.82
2023-06-22,ERCOT North,Door_to_Door,Month_to_Month,41,35,6,71.08
2023-06-23,ERCOT North,Door_to_Door,Month_to_Month,46,41,5,70.94
2023-06-24,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,69.01
2023-06-25,ERCOT North,Door_to_Door,Month_to_Month,6,6,0,71.61
2023-06-26,ERCOT North,Door_to_Door,Month_to_Month,43,38,5,68.89
2023-06-27,ERCOT North,Door_to_Door,Month_to_Month,43,37,6,71.61
2023-06-28,ERCOT North,Door_to_Door,Month_to_Month,43,38,5,68.93
2023-06-29,ERCOT North,Door_to_Door,Month_to_Month,43,37,6,72.05
2023-06-30,ERCOT North,Door_to_Door,Month_to_Month,43,38,5,69.48
2023-07-01,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,71.6
2023-07-02,ERCOT North,Door_to_Door,Month_to_Month,7,6,1,69.92
2023-07-03,ERCOT North,Door_to_Door,Month_to_Month,42,36,6,68.07
2023-07-04,ERCOT North,Door_to_Door,Month_to_Month,46,41,5,70.94
2023-07-05,ERCOT North,Door_to_Door,Month_to_Month,45,39,6,70.0
2023-07-06,ERCOT North,Door_to_Door,Month_to_Month,43,36,7,67.94
2023-07-07,ERCOT North,Door_to_Door,Month_to_Month,41,36,5,70.45
2023-07-08,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,69.61
2023-07-09,ERCOT North,Door_to_Door,Month_to_Month,7,6,1,68.79
2023-07-10,ERCOT North,Door_to_Door,Month_to_Month,46,41,5,71.62
2023-07-11,ERCOT North,Door_to_Door,Month_to_Month,43,38,5,69.69
2023-07-12,ERCOT North,Door_to_Door,Month_to_Month,44,39,5,69.31
2023-07-13,ERCOT North,Door_to_Door,Month_to_Month,44,41,3,68.53
2023-07-14,ERCOT North,Door_to_Door,Month_to_Month,44,39,5,69.47
2023-07-15,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,69.63
2023-07-16,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,71.69
2023-07-17,ERCOT North,Door_to_Door,Month_to_Month,46,41,5,70.92
2023-07-18,ERCOT North,Door_to_Door,Month_to_Month,46,42,4,70.76
2023-07-19,ERCOT North,Door_to_Door,Month_to_Month,42,38,4,70.28
2023-07-20,ERCOT North,Door_to_Door,Month_to_Month,42,38,4,70.82
2023-07-21,ERCOT North,Door_to_Door,Month_to_Month,40,35,5,68.62
2023-07-22,ERCOT North,Door_to_Door,Month_to_Month,7,6,1,71.0
2023-07-23,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,72.19
2023-07-24,ERCOT North,Door_to_Door,Month_to_Month,44,38,6,68.77
2023-07-25,ERCOT North,Door_to_Door,Month_to_Month,43,37,6,68.86
2023-07-26,ERCOT North,Door_to_Door,Month_to_Month,43,38,5,69.86
2023-07-27,ERCOT North,Door_to_Door,Month_to_Month,43,38,5,69.32
2023-07-28,ERCOT North,Door_to_Door,Month_to_Month,42,38,4,70.33
2023-07-29,ERCOT North,Door_to_Door,Month_to_Month,7,6,1,72.48
2023-07-30,ERCOT North,Door_to_Door,Month_to_Month,7,6,1,68.73
2023-07-31,ERCOT North,Door_to_Door,Month_to_Month,46,40,6,71.46
2023-08-01,ERCOT North,Door_to_Door,Month_to_Month,44,39,5,68.23
2023-08-02,ERCOT North,Door_to_Door,Month_to_Month,38,33,5,68.0
2023-08-03,ERCOT North,Door_to_Door,Month_to_Month,42,36,6,71.53
2023-08-04,ERCOT North,Door_to_Door,Month_to_Month,39,33,6,69.02
2023-08-05,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,68.89
2023-08-06,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,71.08
2023-08-07,ERCOT North,Door_to_Door,Month_to_Month,43,37,6,69.31
2023-08-08,ERCOT North,Door_to_Door,Month_to_Month,41,37,4,70.16
2023-08-09,ERCOT North,Door_to_Door,Month_to_Month,43,38,5,69.02
2023-08-10,ERCOT North,Door_to_Door,Month_to_Month,42,37,5,70.2
2023-08-11,ERCOT North,Door_to_Door,Month_to_Month,44,39,5,70.39
2023-08-12,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,70.16
2023-08-13,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,73.42
2023-08-14,ERCOT North,Door_to_Door,Month_to_Month,43,39,4,67.96
2023-08-15,ERCOT North,Door_to_Door,Month_to_Month,43,38,5,70.2
2023-08-16,ERCOT North,Door_to_Door,Month_to_Month,41,36,5,71.3
2023-08-17,ERCOT North,Door_to_Door,Month_to_Month,41,35,6,70.12
2023-08-18,ERCOT North,Door_to_Door,Month_to_Month,40,35,5,71.13
2023-08-19,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,67.76
2023-08-20,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,70.19
2023-08-21,ERCOT North,Door_to_Door,Month_to_Month,42,38,4,71.9
2023-08-22,ERCOT North,Door_to_Door,Month_to_Month,43,39,4,70.22
2023-08-23,ERCOT North,Door_to_Door,Month_to_Month,44,39,5,71.22
2023-08-24,ERCOT North,Door_to_Door,Month_to_Month,42,37,5,69.29
2023-08-25,ERCOT North,Door_to_Door,Month_to_Month,43,38,5,69.03
2023-08-26,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,68.07
2023-08-27,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,69.24
2023-08-28,ERCOT North,Door_to_Door,Month_to_Month,45,40,5,70.63
2023-08-29,ERCOT North,Door_to_Door,Month_to_Month,44,39,5,67.51
2023-08-30,ERCOT North,Door_to_Door,Month_to_Month,40,36,4,69.44
2023-08-31,ERCOT North,Door_to_Door,Month_to_Month,45,39,6,69.77
2023-09-01,ERCOT North,Door_to_Door,Month_to_Month,41,35,6,71.29
2023-09-02,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,69.34
2023-09-03,ERCOT North,Door_to_Door,Month_to_Month,7,6,1,70.63
2023-09-04,ERCOT North,Door_to_Door,Month_to_Month,43,38,5,69.62
2023-09-05,ERCOT North,Door_to_Door,Month_to_Month,44,39,5,68.99
2023-09-06,ERCOT North,Door_to_Door,Month_to_Month,45,40,5,71.93
2023-09-07,ERCOT North,Door_to_Door,Month_to_Month,42,37,5,68.15
2023-09-08,ERCOT North,Door_to_Door,Month_to_Month,42,37,5,68.78
2023-09-09,ERCOT North,Door_to_Door,Month_to_Month,7,6,1,66.94
2023-09-10,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,69.57
2023-09-11,ERCOT North,Door_to_Door,Month_to_Month,40,35,5,70.12
2023-09-12,ERCOT North,Door_to_Door,Month_to_Month,44,38,6,68.5
2023-09-13,ERCOT North,Door_to_Door,Month_to_Month,40,34,6,71.37
2023-09-14,ERCOT North,Door_to_Door,Month_to_Month,38,34,4,70.69
2023-09-15,ERCOT North,Door_to_Door,Month_to_Month,40,36,4,71.0
2023-09-16,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,71.21
2023-09-17,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,68.78
2023-09-18,ERCOT North,Door_to_Door,Month_to_Month,39,34,5,70.87
2023-09-19,ERCOT North,Door_to_Door,Month_to_Month,42,37,5,70.41
2023-09-20,ERCOT North,Door_to_Door,Month_to_Month,42,36,6,68.62
2023-09-21,ERCOT North,Door_to_Door,Month_to_Month,38,34,4,70.21
2023-09-22,ERCOT North,Door_to_Door,Month_to_Month,42,36,6,71.04
2023-09-23,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,68.69
2023-09-24,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,66.82
2023-09-25,ERCOT North,Door_to_Door,Month_to_Month,45,38,7,70.01
2023-09-26,ERCOT North,Door_to_Door,Month_to_Month,43,38,5,70.53
2023-09-27,ERCOT North,Door_to_Door,Month_to_Month,40,36,4,71.92
2023-09-28,ERCOT North,Door_to_Door,Month_to_Month,42,38,4,70.72
2023-09-29,ERCOT North,Door_to_Door,Month_to_Month,39,34,5,69.92
2023-09-30,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,69.83
2023-10-01,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,70.06
2023-10-02,ERCOT North,Door_to_Door,Month_to_Month,40,34,6,71.32
2023-10-03,ERCOT North,Door_to_Door,Month_to_Month,36,32,4,70.14
2023-10-04,ERCOT North,Door_to_Door,Month_to_Month,42,38,4,70.65
2023-10-05,ERCOT North,Door_to_Door,Month_to_Month,40,34,6,69.62
2023-10-06,ERCOT North,Door_to_Door,Month_to_Month,39,34,5,73.12
2023-10-07,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,72.98
2023-10-08,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,70.78
2023-10-09,ERCOT North,Door_to_Door,Month_to_Month,41,36,5,71.91
2023-10-10,ERCOT North,Door_to_Door,Month_to_Month,43,38,5,71.48
2023-10-11,ERCOT North,Door_to_Door,Month_to_Month,40,36,4,69.38
2023-10-12,ERCOT North,Door_to_Door,Month_to_Month,41,37,4,69.94
2023-10-13,ERCOT North,Door_to_Door,Month_to_Month,41,36,5,68.62
2023-10-14,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,66.45
2023-10-15,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,69.73
2023-10-16,ERCOT North,Door_to_Door,Month_to_Month,40,36,4,68.11
2023-10-17,ERCOT North,Door_to_Door,Month_to_Month,39,35,4,69.56
2023-10-18,ERCOT North,Door_to_Door,Month_to_Month,39,36,3,70.33
2023-10-19,ERCOT North,Door_to_Door,Month_to_Month,44,39,5,68.67
2023-10-20,ERCOT North,Door_to_Door,Month_to_Month,40,36,4,66.45
2023-10-21,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,71.29
2023-10-22,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,68.65
2023-10-23,ERCOT North,Door_to_Door,Month_to_Month,44,39,5,71.25
2023-10-24,ERCOT North,Door_to_Door,Month_to_Month,38,33,5,69.28
2023-10-25,ERCOT North,Door_to_Door,Month_to_Month,40,35,5,71.7
2023-10-26,ERCOT North,Door_to_Door,Month_to_Month,40,35,5,69.45
2023-10-27,ERCOT North,Door_to_Door,Month_to_Month,41,36,5,71.09
2023-10-28,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,69.7
2023-10-29,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,66.8
2023-10-30,ERCOT North,Door_to_Door,Month_to_Month,36,31,5,66.57
2023-10-31,ERCOT North,Door_to_Door,Month_to_Month,39,35,4,68.66
2023-11-01,ERCOT North,Door_to_Door,Month_to_Month,37,32,5,70.21
2023-11-02,ERCOT North,Door_to_Door,Month_to_Month,37,34,3,68.98
2023-11-03,ERCOT North,Door_to_Door,Month_to_Month,38,33,5,72.05
2023-11-04,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,68.07
2023-11-05,ERCOT North,Door_to_Door,Month_to_Month,5,4,1,71.22
2023-11-06,ERCOT North,Door_to_Door,Month_to_Month,39,34,5,69.97
2023-11-07,ERCOT North,Door_to_Door,Month_to_Month,37,33,4,67.87
2023-11-08,ERCOT North,Door_to_Door,Month_to_Month,39,35,4,70.79
2023-11-09,ERCOT North,Door_to_Door,Month_to_Month,40,35,5,70.12
2023-11-10,ERCOT North,Door_to_Door,Month_to_Month,38,33,5,71.5
2023-11-11,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,70.17
2023-11-12,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,69.2
2023-11-13,ERCOT North,Door_to_Door,Month_to_Month,37,33,4,71.07
2023-11-14,ERCOT North,Door_to_Door,Month_to_Month,37,32,5,71.49
2023-11-15,ERCOT North,Door_to_Door,Month_to_Month,36,32,4,69.76
2023-11-16,ERCOT North,Door_to_Door,Month_to_Month,37,32,5,69.69
2023-11-17,ERCOT North,Door_to_Door,Month_to_Month,39,35,4,70.17
2023-11-18,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,68.01
2023-11-19,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,69.85
2023-11-20,ERCOT North,Door_to_Door,Month_to_Month,36,32,4,69.75
2023-11-21,ERCOT North,Door_to_Door,Month_to_Month,39,34,5,68.33
2023-11-22,ERCOT North,Door_to_Door,Month_to_Month,40,36,4,67.61
2023-11-23,ERCOT North,Door_to_Door,Month_to_Month,40,36,4,70.09
2023-11-24,ERCOT North,Door_to_Door,Month_to_Month,38,32,6,68.74
2023-11-25,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,70.79
2023-11-26,ERCOT North,Door_to_Door,Month_to_Month,5,4,1,70.4
2023-11-27,ERCOT North,Door_to_Door,Month_to_Month,37,33,4,68.94
2023-11-28,ERCOT North,Door_to_Door,Month_to_Month,38,33,5,69.77
2023-11-29,ERCOT North,Door_to_Door,Month_to_Month,39,34,5,70.48
2023-11-30,ERCOT North,Door_to_Door,Month_to_Month,38,33,5,67.48
2023-12-01,ERCOT North,Door_to_Door,Month_to_Month,35,31,4,70.27
2023-12-02,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,70.03
2023-12-03,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,69.34
2023-12-04,ERCOT North,Door_to_Door,Month_to_Month,37,34,3,69.58
2023-12-05,ERCOT North,Door_to_Door,Month_to_Month,36,31,5,70.17
2023-12-06,ERCOT North,Door_to_Door,Month_to_Month,37,31,6,71.16
2023-12-07,ERCOT North,Door_to_Door,Month_to_Month,40,36,4,68.25
2023-12-08,ERCOT North,Door_to_Door,Month_to_Month,36,33,3,66.38
2023-12-09,ERCOT North,Door_to_Door,Month_to_Month,5,4,1,68.17
2023-12-10,ERCOT North,Door_to_Door,Month_to_Month,5,4,1,72.31
2023-12-11,ERCOT North,Door_to_Door,Month_to_Month,36,33,3,68.21
2023-12-12,ERCOT North,Door_to_Door,Month_to_Month,37,32,5,69.17
2023-12-13,ERCOT North,Door_to_Door,Month_to_Month,37,33,4,71.48
2023-12-14,ERCOT North,Door_to_Door,Month_to_Month,37,32,5,69.68
2023-12-15,ERCOT North,Door_to_Door,Month_to_Month,39,34,5,72.07
2023-12-16,ERCOT North,Door_to_Door,Month_to_Month,5,4,1,69.91
2023-12-17,ERCOT North,Door_to_Door,Month_to_Month,6,6,0,72.37
2023-12-18,ERCOT North,Door_to_Door,Month_to_Month,37,33,4,71.96
2023-12-19,ERCOT North,Door_to_Door,Month_to_Month,37,33,4,69.37
2023-12-20,ERCOT North,Door_to_Door,Month_to_Month,40,34,6,70.78
2023-12-21,ERCOT North,Door_to_Door,Month_to_Month,36,31,5,70.78
2023-12-22,ERCOT North,Door_to_Door,Month_to_Month,38,33,5,69.06
2023-12-23,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,71.99
2023-12-24,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,70.52
2023-12-25,ERCOT North,Door_to_Door,Month_to_Month,39,35,4,68.9
2023-12-26,ERCOT North,Door_to_Door,Month_to_Month,38,33,5,70.6
2023-12-27,ERCOT North,Door_to_Door,Month_to_Month,34,29,5,70.56
2023-12-28,ERCOT North,Door_to_Door,Month_to_Month,38,34,4,70.96
2023-12-29,ERCOT North,Door_to_Door,Month_to_Month,38,34,4,71.87
2023-12-30,ERCOT North,Door_to_Door,Month_to_Month,5,4,1,71.0
2023-12-31,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,68.27
2024-01-01,ERCOT North,Door_to_Door,Month_to_Month,35,31,4,68.71
2024-01-02,ERCOT North,Door_to_Door,Month_to_Month,36,32,4,70.68
2024-01-03,ERCOT North,Door_to_Door,Month_to_Month,38,34,4,71.31
2024-01-04,ERCOT North,Door_to_Door,Month_to_Month,39,34,5,68.18
2024-01-05,ERCOT North,Door_to_Door,Month_to_Month,37,33,4,72.54
2024-01-06,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,70.88
2024-01-07,ERCOT North,Door_to_Door,Month_to_Month,5,4,1,72.03
2024-01-08,ERCOT North,Door_to_Door,Month_to_Month,38,35,3,68.45
2024-01-09,ERCOT North,Door_to_Door,Month_to_Month,40,35,5,70.46
2024-01-10,ERCOT North,Door_to_Door,Month_to_Month,36,31,5,66.09
2024-01-11,ERCOT North,Door_to_Door,Month_to_Month,40,34,6,68.16
2024-01-12,ERCOT North,Door_to_Door,Month_to_Month,38,32,6,71.18
2024-01-13,ERCOT North,Door_to_Door,Month_to_Month,5,4,1,69.31
2024-01-14,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,67.96
2024-01-15,ERCOT North,Door_to_Door,Month_to_Month,38,34,4,69.54
2024-01-16,ERCOT North,Door_to_Door,Month_to_Month,36,31,5,68.12
2024-01-17,ERCOT North,Door_to_Door,Month_to_Month,35,30,5,70.91
2024-01-18,ERCOT North,Door_to_Door,Month_to_Month,37,32,5,70.82
2024-01-19,ERCOT North,Door_to_Door,Month_to_Month,38,34,4,67.47
2024-01-20,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,70.58
2024-01-21,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,69.89
2024-01-22,ERCOT North,Door_to_Door,Month_to_Month,36,31,5,68.77
2024-01-23,ERCOT North,Door_to_Door,Month_to_Month,38,33,5,67.39
2024-01-24,ERCOT North,Door_to_Door,Month_to_Month,37,33,4,69.44
2024-01-25,ERCOT North,Door_to_Door,Month_to_Month,37,32,5,68.53
2024-01-26,ERCOT North,Door_to_Door,Month_to_Month,36,32,4,67.89
2024-01-27,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,71.64
2024-01-28,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,69.97
2024-01-29,ERCOT North,Door_to_Door,Month_to_Month,36,32,4,69.89
2024-01-30,ERCOT North,Door_to_Door,Month_to_Month,37,32,5,72.87
2024-01-31,ERCOT North,Door_to_Door,Month_to_Month,36,32,4,68.2
2024-02-01,ERCOT North,Door_to_Door,Month_to_Month,38,35,3,71.85
2024-02-02,ERCOT North,Door_to_Door,Month_to_Month,38,33,5,69.44
2024-02-03,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,69.91
2024-02-04,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,69.18
2024-02-05,ERCOT North,Door_to_Door,Month_to_Month,38,32,6,71.62
2024-02-06,ERCOT North,Door_to_Door,Month_to_Month,40,35,5,70.96
2024-02-07,ERCOT North,Door_to_Door,Month_to_Month,40,34,6,73.32
2024-02-08,ERCOT North,Door_to_Door,Month_to_Month,36,31,5,66.57
2024-02-09,ERCOT North,Door_to_Door,Month_to_Month,37,32,5,71.59
2024-02-10,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,68.9
2024-02-11,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,70.44
2024-02-12,ERCOT North,Door_to_Door,Month_to_Month,37,33,4,70.28
2024-02-13,ERCOT North,Door_to_Door,Month_to_Month,38,33,5,67.81
2024-02-14,ERCOT North,Door_to_Door,Month_to_Month,38,33,5,69.03
2024-02-15,ERCOT North,Door_to_Door,Month_to_Month,38,32,6,70.73
2024-02-16,ERCOT North,Door_to_Door,Month_to_Month,37,33,4,67.9
2024-02-17,ERCOT North,Door_to_Door,Month_to_Month,5,4,1,69.8
2024-02-18,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,68.0
2024-02-19,ERCOT North,Door_to_Door,Month_to_Month,38,33,5,68.24
2024-02-20,ERCOT North,Door_to_Door,Month_to_Month,35,30,5,65.87
2024-02-21,ERCOT North,Door_to_Door,Month_to_Month,42,37,5,69.99
2024-02-22,ERCOT North,Door_to_Door,Month_to_Month,39,36,3,69.09
2024-02-23,ERCOT North,Door_to_Door,Month_to_Month,37,32,5,69.37
2024-02-24,ERCOT North,Door_to_Door,Month_to_Month,5,4,1,71.11
2024-02-25,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,71.47
2024-02-26,ERCOT North,Door_to_Door,Month_to_Month,39,35,4,69.64
2024-02-27,ERCOT North,Door_to_Door,Month_to_Month,36,31,5,69.26
2024-02-28,ERCOT North,Door_to_Door,Month_to_Month,37,33,4,71.02
2024-02-29,ERCOT North,Door_to_Door,Month_to_Month,39,34,5,70.15
2024-03-01,ERCOT North,Door_to_Door,Month_to_Month,37,33,4,70.2
2024-03-02,ERCOT North,Door_to_Door,Month_to_Month,6,6,0,71.64
2024-03-03,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,71.34
2024-03-04,ERCOT North,Door_to_Door,Month_to_Month,39,34,5,70.27
2024-03-05,ERCOT North,Door_to_Door,Month_to_Month,37,32,5,69.41
2024-03-06,ERCOT North,Door_to_Door,Month_to_Month,43,37,6,70.37
2024-03-07,ERCOT North,Door_to_Door,Month_to_Month,38,33,5,69.21
2024-03-08,ERCOT North,Door_to_Door,Month_to_Month,39,35,4,72.51
2024-03-09,ERCOT North,Door_to_Door,Month_to_Month,5,5,0,69.44
2024-03-10,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,69.71
2024-03-11,ERCOT North,Door_to_Door,Month_to_Month,39,34,5,70.32
2024-03-12,ERCOT North,Door_to_Door,Month_to_Month,37,32,5,72.69
2024-03-13,ERCOT North,Door_to_Door,Month_to_Month,38,33,5,69.34
2024-03-14,ERCOT North,Door_to_Door,Month_to_Month,36,31,5,70.87
2024-03-15,ERCOT North,Door_to_Door,Month_to_Month,39,34,5,72.22
2024-03-16,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,69.29
2024-03-17,ERCOT North,Door_to_Door,Month_to_Month,5,4,1,70.7
2024-03-18,ERCOT North,Door_to_Door,Month_to_Month,39,34,5,68.78
2024-03-19,ERCOT North,Door_to_Door,Month_to_Month,39,33,6,70.33
2024-03-20,ERCOT North,Door_to_Door,Month_to_Month,40,35,5,70.92
2024-03-21,ERCOT North,Door_to_Door,Month_to_Month,37,33,4,71.43
2024-03-22,ERCOT North,Door_to_Door,Month_to_Month,40,35,5,72.63
2024-03-23,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,72.41
2024-03-24,ERCOT North,Door_to_Door,Month_to_Month,5,4,1,70.45
2024-03-25,ERCOT North,Door_to_Door,Month_to_Month,41,36,5,68.19
2024-03-26,ERCOT North,Door_to_Door,Month_to_Month,38,33,5,68.32
2024-03-27,ERCOT North,Door_to_Door,Month_to_Month,40,34,6,67.22
2024-03-28,ERCOT North,Door_to_Door,Month_to_Month,40,36,4,71.54
2024-03-29,ERCOT North,Door_to_Door,Month_to_Month,40,36,4,71.64
2024-03-30,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,70.35
2024-03-31,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,69.0
2024-04-01,ERCOT North,Door_to_Door,Month_to_Month,40,35,5,70.42
2024-04-02,ERCOT North,Door_to_Door,Month_to_Month,42,38,4,67.09
2024-04-03,ERCOT North,Door_to_Door,Month_to_Month,39,34,5,68.72
2024-04-04,ERCOT North,Door_to_Door,Month_to_Month,38,33,5,70.11
2024-04-05,ERCOT North,Door_to_Door,Month_to_Month,40,36,4,73.3
2024-04-06,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,71.46
2024-04-07,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,71.98
2024-04-08,ERCOT North,Door_to_Door,Month_to_Month,43,38,5,70.79
2024-04-09,ERCOT North,Door_to_Door,Month_to_Month,41,36,5,69.76
2024-04-10,ERCOT North,Door_to_Door,Month_to_Month,41,36,5,68.85
2024-04-11,ERCOT North,Door_to_Door,Month_to_Month,40,36,4,68.65
2024-04-12,ERCOT North,Door_to_Door,Month_to_Month,41,35,6,71.19
2024-04-13,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,69.21
2024-04-14,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,70.38
2024-04-15,ERCOT North,Door_to_Door,Month_to_Month,38,33,5,68.9
2024-04-16,ERCOT North,Door_to_Door,Month_to_Month,40,35,5,68.67
2024-04-17,ERCOT North,Door_to_Door,Month_to_Month,43,38,5,73.22
2024-04-18,ERCOT North,Door_to_Door,Month_to_Month,40,35,5,68.18
2024-04-19,ERCOT North,Door_to_Door,Month_to_Month,38,32,6,69.76
2024-04-20,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,70.06
2024-04-21,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,69.23
2024-04-22,ERCOT North,Door_to_Door,Month_to_Month,41,36,5,69.66
2024-04-23,ERCOT North,Door_to_Door,Month_to_Month,37,32,5,70.7
2024-04-24,ERCOT North,Door_to_Door,Month_to_Month,43,38,5,71.8
2024-04-25,ERCOT North,Door_to_Door,Month_to_Month,42,38,4,70.28
2024-04-26,ERCOT North,Door_to_Door,Month_to_Month,41,36,5,69.44
2024-04-27,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,70.94
2024-04-28,ERCOT North,Door_to_Door,Month_to_Month,6,5,1,68.52
2024-04-29,ERCOT North,Door_to_Door,Month_to_Month,41,37,4,67.77
2024-04-30,ERCOT North,Door_to_Door,Month_to_Month,40,35,5,70.05
2024-05-01,ERCOT North,Door_to_Door,Month_to_Month,40,35,5,73.43
2023-05-01,ERCOT Coast,Paid Search,Term,51,44,7,74.51
2023-05-02,ERCOT Coast,Paid Search,Term,49,41,8,75.13
2023-05-03,ERCOT Coast,Paid Search,Term,52,44,8,79.07
2023-05-04,ERCOT Coast,Paid Search,Term,52,43,9,76.35
2023-05-05,ERCOT Coast,Paid Search,Term,49,42,7,75.74
2023-05-06,ERCOT Coast,Paid Search,Term,43,37,6,71.37
2023-05-07,ERCOT Coast,Paid Search,Term,41,34,7,79.12
2023-05-08,ERCOT Coast,Paid Search,Term,50,41,9,75.91
2023-05-09,ERCOT Coast,Paid Search,Term,48,42,6,75.16
2023-05-10,ERCOT Coast,Paid Search,Term,51,44,7,73.91
2023-05-11,ERCOT Coast,Paid Search,Term,49,41,8,76.29
2023-05-12,ERCOT Coast,Paid Search,Term,51,42,9,75.22
2023-05-13,ERCOT Coast,Paid Search,Term,47,41,6,75.9
2023-05-14,ERCOT Coast,Paid Search,Term,45,39,6,75.36
2023-05-15,ERCOT Coast,Paid Search,Term,51,43,8,75.63
2023-05-16,ERCOT Coast,Paid Search,Term,51,45,6,74.26
2023-05-17,ERCOT Coast,Paid Search,Term,51,41,10,73.94
2023-05-18,ERCOT Coast,Paid Search,Term,48,41,7,75.73
2023-05-19,ERCOT Coast,Paid Search,Term,51,44,7,77.82
2023-05-20,ERCOT Coast,Paid Search,Term,45,37,8,80.37
2023-05-21,ERCOT Coast,Paid Search,Term,46,40,6,76.77
2023-05-22,ERCOT Coast,Paid Search,Term,49,42,7,76.97
2023-05-23,ERCOT Coast,Paid Search,Term,53,45,8,75.83
2023-05-24,ERCOT Coast,Paid Search,Term,49,42,7,76.34
2023-05-25,ERCOT Coast,Paid Search,Term,51,44,7,73.82
2023-05-26,ERCOT Coast,Paid Search,Term,57,47,10,76.99
2023-05-27,ERCOT Coast,Paid Search,Term,45,38,7,72.61
2023-05-28,ERCOT Coast,Paid Search,Term,46,38,8,72.36
2023-05-29,ERCOT Coast,Paid Search,Term,51,44,7,75.34
2023-05-30,ERCOT Coast,Paid Search,Term,51,43,8,76.04
